dataset,split_type,mAP50_95,experiment,train_datasets
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.513,lora_r64_0.1_2024-u87,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20240905_u87-adhered_10x_caged_4_class"
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.544,lora_r64_0.1_2024-u87,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20240905_u87-adhered_10x_caged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.718,lora_r64_0.1_2024-u87,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20240905_u87-adhered_10x_caged_4_class"
231212_imr90_multichannel_overlay_4_class,test_ds,0.755,lora_r64_0.1_2024-u87,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20240905_u87-adhered_10x_caged_4_class"
240213_imr90_multichannel_overlay_4_class,test_ds,0.604,lora_r64_0.1_2024-u87,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20240905_u87-adhered_10x_caged_4_class"
20240516_DC-adhered_10x_caged_4_class,train_ds,0.699,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,train_ds,0.552,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240703_neuron-adhered_10x_caged_4_class,train_ds,0.594,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,train_ds,0.722,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
231212_imr90_multichannel_overlay_4_class,train_ds,0.774,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,train_ds,0.501,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_uncaged_4_class,train_ds,0.718,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,train_ds,0.691,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,train_ds,0.403,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20250305_neuron-adhered_10x_uncaged_4_class,train_ds,0.63,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,test_ds,0.552,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240509_Hs675Tfibroblasts_10x_caged_4_class,test_ds,0.691,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240509_hela-adhered_10x_caged_4_class,test_ds,0.557,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240515_DC-adhered_10x_caged_4_class,test_ds,0.686,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240516_DC-adhered_10x_caged_4_class,test_ds,0.699,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_caged_4_class,test_ds,0.592,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240624_mc38_10x_uncaged_4_class,test_ds,0.718,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240625_mc38_10x_caged_4_class,test_ds,0.583,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240703_neuron-adhered_10x_caged_4_class,test_ds,0.594,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240704_neuron-adhered_10x_caged_4_class,test_ds,0.6,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240905_u87-adhered_10x_caged_4_class,test_ds,0.55,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240924_enteric-glia-adhered_10x_uncaged_4_class,test_ds,0.68,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20241212_preadipocytes-adhered_10x_uncaged_4_class,test_ds,0.355,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20250108_neuron-adhered_10x_uncaged_4_class,test_ds,0.403,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20250227_preadipocytes-adhered_10x_caged_4_class,test_ds,0.501,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20250305_neuron-adhered_10x_uncaged_4_class,test_ds,0.63,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20250820_c8d1a_astrocytes-adherent_10x_caged_4_class,test_ds,0.519,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20250917_moc22-adhered_10x_caged_4_class,test_ds,0.534,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,test_ds,0.722,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
231212_imr90_multichannel_overlay_4_class,test_ds,0.774,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
240213_imr90_multichannel_overlay_4_class,test_ds,0.559,lora_r32_0.01_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240516_DC-adhered_10x_caged_4_class,train_ds,0.668,lora_r32_0.1_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240422_neuron-adhered_10x_uncaged_4_class,train_ds,0.551,lora_r32_0.1_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20240703_neuron-adhered_10x_caged_4_class,train_ds,0.49,lora_r32_0.1_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,train_ds,0.718,lora_r32_0.1_2025-neuron-adhered,"20240516_DC-adhered_10x_caged_4_class,20240422_neuron-adhered_10x_uncaged_4_class,20240703_neuron-adhered_10x_caged_4_class,20260316_a549-tomm20-gfp-adhered_10x_caged_at_4x_4_class,231212_imr90_multichannel_overlay_4_class,20250227_preadipocytes-adhered_10x_caged_4_class,20240624_mc38_10x_uncaged_4_class,20240509_Hs675Tfibroblasts_10x_caged_4_class,20250108_neuron-adhered_10x_uncaged_4_class,20250305_neuron-adhered_10x_uncaged_4_class"
